,accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,organization_type,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions
5332,100.0,362337,Walden Woods Project,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11062,Lincoln,nan,105500.0,5.74,Executive Director,406261.0,91.59,71494,27764801,Environment : Environmental Protection and Conservation ,388437.0,94.05,0,1404024,MA,1855679
5333,55.0,102112,"Union Rescue Mission, Little Rock",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10179,Little Rock,nan,,,Executive Director,-384025.0,72.92,436852,2203738,Human Services : Homeless Services ,39745.0,62.86,0,797200,AR,906845
5334,96.0,1284014,Union of Concerned Scientists,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5970,Cambridge,nan,275618.0,0.86,President,-1444168.0,88.14,5409556,38356865,Environment : Environmental Protection and Conservation ,764616.0,91.14,0,25176350,MA,29661136
5335,71.0,450785,Union Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9835,Charleston,nan,56102.0,0.82,"President, CEO",446977.0,94.03,675761,4471752,Human Services : Homeless Services ,341330.0,79.06,0,5635811,WV,6868004
5336,89.0,590125,Union Mission Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8983,Norfolk,nan,48103.0,0.63,Executive Director,446257.0,82.5,1388464,12715263,Human Services : Homeless Services ,305523.0,85.38,0,5565497,VA,6952668
5337,89.0,369305,Union League Boys & Girls Clubs,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14421,Chicago,nan,227027.0,4.98,"President, CEO",3899466.0,99.68,339755,24931835,"Human Services : Youth Development, Shelter, and Crisis Services ",385259.0,92.21,0,3847816,IL,8055290
5338,78.0,420680,"Union Gospel Mission, Sacramento",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5839,Sacramento,nan,83906.0,2.52,Executive Director,241174.0,76.03,777964,3686270,Human Services : Homeless Services ,25271.0,76.99,0,2118395,CA,3532942
5339,96.0,1732935,Union Gospel Mission Twin Cities,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7018,St. Paul,nan,159565.0,1.01,Chief Executive Officer,-923417.0,80.87,2827103,20512987,Human Services : Homeless Services ,50384.0,86.18,0,11095080,MN,13760511
5340,89.0,389688,Union Gospel Mission of Tarrant County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4596,Fort Worth,nan,148409.0,2.05,"President, CEO",-1142448.0,90.61,1021208,30453017,Human Services : Homeless Services ,1749782.0,89.77,5558,5826047,TX,4200760
5341,78.0,102772,Union Gospel Mission of Grays Harbor,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10464,Aberdeen,nan,53484.0,6.01,Executive Director,47034.0,81.94,119148,1467576,Human Services : Homeless Services ,84861.0,79.87,0,666617,WA,850710
5342,93.0,1851308,UnidosUS,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4171,Washington,nan,459642.0,1.35,"President, CEO",2742625.0,90.82,1422022,60427389,Human and Civil Rights : Advocacy and Education ,1413312.0,91.83,0,30643351,DC,29124444
5343,96.0,257919,ULI Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6080,Washington,nan,,,CEO,-1236907.0,91.53,485859,45841964,"Community Development : Housing and Neighborhood Development , ",849187.0,93.37,0,5822668,DC,4480352
5344,96.0,25554000,UJA-Federation of New York,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4606,New York,nan,530000.0,0.22,Chief Executive Officer,-12161000.0,79.17,28991000,1079376000,"Community Development : Jewish Federations , ",46696000.0,85.0,0,181002000,NY,175930000
5345,85.0,443721,Ukrainian Catholic Education Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5275,Chicago,nan,,,Chief Operating Officer,902827.0,89.61,340512,11662669,"Religion : Religious Activities , ",343355.0,87.09,0,3057664,IL,4401369
5346,89.0,206521,UJA Federation of Greenwich,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5948,Greenwich,nan,207522.0,9.61,Executive Director,-102084.0,81.59,140213,1060941,"Community Development : Jewish Federations , ",66699.0,84.83,0,1812382,CT,1880266
5347,92.0,8302556,UNCF,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4614,Washington,nan,582792.0,0.31,"President, CEO",-103960410.0,92.0,13069319,720963924,Education : Scholarship and Financial Support ,25716909.0,92.0,0,162453222,DC,53952100
5348,89.0,1648604,Uncommon Schools,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13079,New York,nan,289323.0,0.61,CEO,2608454.0,90.0,998859,31772885,Education : Scholarship and Financial Support ,412316.0,89.48,0,44558446,NY,16458880
5349,43.0,16543,UConn Alumni Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14048,Storrs,nan,,,Executive Director,-388891.0,81.9,33549,3307682,Education : Scholarship and Financial Support ,24067.0,57.71,0,428530,CT,53314
5350,88.0,116054,The Ulman Cancer Fund for Young Adults,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16904,Baltimore,nan,125060.0,4.48,Executive Director,727814.0,87.07,228835,1287402,Health : Patient and Family Support ,231131.0,87.52,0,2444466,MD,3286038
5351,74.0,336661,UCP Wheels for Humanity,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10370,Chatsworth,nan,104028.0,2.08,Executive Director,455658.0,94.04,125767,5397029,International : Development and Relief Services ,199290.0,81.13,0,4516900,CA,4444828
5352,89.0,176787,U.S. Ski and Snowboard Team Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7363,Park City,nan,90053.0,0.77,Chief Executive Officer,71256.0,79.91,1512840,1690505,"Human Services : Multipurpose Human Service Organizations , ",-394807.0,83.8,0,9867106,UT,12022796
5353,72.0,187422,"U.S., Inc.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9886,Petoskey,nan,142780.0,7.76,Executive Director,66611.0,80.1,199514,1605130,Research and Public Policy : Social and Public Policy Research ,14456.0,75.7,0,1451660,MI,1875337
5354,74.0,404582,U.S. PIRG Education Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5433,Boston,nan,62031.0,2.87,Executive Director,-748467.0,85.05,95221,4812561,Human and Civil Rights : Advocacy and Education ,427491.0,78.79,0,1656176,MA,891594
5355,89.0,441251,U.S. Dream Academy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9918,Columbia,nan,148013.0,5.75,"President, Founder",-158612.0,68.27,342213,931391,Human Services : Children's and Family Services ,-148504.0,76.25,0,1790402,MD,2563758
5356,89.0,256224,Voto Latino,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16366,Washington,nan,162043.0,3.93,President and CEO,-688979.0,90.0,235124,376578,Human and Civil Rights : Advocacy and Education ,0.0,89.48,0,3625901,DC,3428270
5357,74.0,768456,The Voter Participation Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14639,Washington,nan,190000.0,4.09,"President, CEO",-2352146.0,78.91,579978,1258258,Human and Civil Rights : Advocacy and Education ,1854.0,76.32,0,3294216,DC,2288650
5358,62.0,233912,VSS Catholic Communications,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14132,Omaha,nan,130773.0,7.2,General Manager,157954.0,82.49,318527,5725780,Religion : Religious Media and Broadcasting ,14366.0,70.41,0,1263367,NE,1959394
5359,100.0,3966152,Unbound,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3502,Kansas City,nan,184856.0,0.15,Chief Executive Officer,1560300.0,88.98,5029681,39910279,International : Development and Relief Services ,792093.0,92.2,0,112978583,KS,122382864
5360,85.0,867439,U.S. Navy Memorial Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4685,Washington,nan,137195.0,2.68,"President, CEO",-228568.0,50.0,1861501,2055614,"Arts, Culture, Humanities : Museums ",31346.0,63.08,0,2378098,DC,4305343
5361,97.0,15275852,UNICEF USA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4617,New York,nan,537682.0,0.09,"President, CEO",8023016.0,78.13,42906003,125384384,"International : International Peace, Security, and Affairs , ,This rating represents consolidated financial data for these organizations:",3035351.0,84.39,8488361,502999575,NY,566169095
5362,66.0,84269,Volunteers for Inter-American Development Assistance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5638,Emeryville,nan,147000.0,0.62,Executive Director,504576.0,91.32,99528,769315,"International : Humanitarian Relief Supplies , ",-957.0,75.18,0,23494724,CA,24184054
5363,100.0,251812,Umoja Student Development Corporation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15754,Chicago,nan,118735.0,4.86,Chief Executive Officer,160249.0,86.94,212800,2127278,Education : Youth Education Programs and Services ,1047.0,90.76,0,1976391,IL,2073136
5364,96.0,93252,Volunteers in Medicine Hilton Head Island,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6279,Hilton Head Island,nan,166870.0,4.02,Executive Director,302056.0,100.0,180361,8296598,Health : Treatment and Prevention Services ,479302.0,97.17,0,3872522,SC,3724100
5365,85.0,175158,Volunteer Ministry Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10651,Knoxville,nan,70800.0,4.36,CEO,-122148.0,87.5,69009,5873826,Human Services : Homeless Services ,298567.0,86.19,0,1376086,TN,1176486
5366,100.0,200797,"Volunteers In Medicine Clinic, Oregon",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10428,Springfield,nan,79111.0,4.15,Executive Director,343676.0,81.07,273919,2395326,Health : Treatment and Prevention Services ,-7367.0,86.61,0,1428704,OR,2254463
5367,93.0,163076,Volunteers Enlisted to Assist People,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13683,Bloomington,nan,101934.0,1.06,CEO,-185901.0,90.0,150256,1908443,"Human Services : Food Banks, Food Pantries, and Food Distribution ",367788.0,91.36,0,9226973,MN,8911953
5368,85.0,176766,Volunteer Lawyers Network,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14282,Minneapolis,nan,88742.0,7.27,Executive Director,-33554.0,92.84,80775,740454,Human and Civil Rights : Advocacy and Education ,-3698.0,88.24,0,961949,MN,1186626
5369,96.0,306662,"Voices For Children Foundation, Inc.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10386,Miami,nan,190054.0,7.42,CEO,38543.0,86.7,206522,1953172,Human Services : Children's and Family Services ,-150558.0,90.17,0,2044988,FL,2747273
5370,88.0,358894,"Voices for Children, MO",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16458,St. Louis,nan,,,Interim Executive Director,106865.0,69.11,294111,1295186,Human Services : Children's and Family Services ,-30056.0,76.56,0,1093313,MO,1811184
5371,88.0,409497,Voices for Illinois Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10800,Chicago,nan,108005.0,4.26,President,-297042.0,86.4,242300,1111198,Human Services : Children's and Family Services ,47385.0,87.17,0,1880810,IL,1067473
5372,96.0,203610,"Voices for Children, CA",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11424,San Diego,nan,206848.0,3.83,"President, CEO",289195.0,84.22,628516,1625123,Human Services : Children's and Family Services ,-80863.0,88.48,0,4568338,CA,5770522
5373,96.0,184013,VocalEssence,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14264,Minneapolis,nan,119600.0,6.34,Executive Director,-224053.0,92.48,246954,4110912,"Arts, Culture, Humanities : Performing Arts ",178066.0,93.97,0,1453156,MN,1228879
5374,89.0,992800,Vogel Alcove,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10534,Dallas,nan,193000.0,3.38,"President, CEO",-858384.0,67.84,856642,-518069,Human Services : Homeless Services ,13051.0,75.96,0,3859840,TX,4809637
5375,89.0,2678880,VMI Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13507,Lexington,nan,294439.0,1.46,Chief Executive Officer,-2168569.0,81.7,2609097,304049519,"Education : Scholarship and Financial Support , ",2880255.0,84.9,0,14752944,VA,14992097
5376,100.0,720506,Vital Voices Global Partnership,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8758,Washington,nan,204750.0,2.07,"President, CEO",-3366692.0,83.81,772594,4691687,International : Development and Relief Services ,-492921.0,88.55,0,8377586,DC,6996915
5377,100.0,1683700,Vitamin Angels,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10717,Santa Barbara,nan,236350.0,0.31,President,5369947.0,97.5,3511253,46409501,International : Humanitarian Relief Supplies ,22374.0,98.23,0,70932213,CA,81474739
5378,84.0,253108,Visually Impaired Preschool Services,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15376,Louisville,nan,95630.0,5.07,Executive Director,-60993.0,88.95,182757,2786553,Education : Special Education ,-553.0,86.25,0,1450218,KY,1304509
5379,96.0,257578,Vitae Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5349,Jefferson City,nan,129050.0,4.16,Director,-463325.0,86.71,306933,573056,"Arts, Culture, Humanities : Public Broadcasting and Media ",-207085.0,90.18,0,2531531,MO,2839802
5380,93.0,569714,VisionSpring,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11445,New York,nan,80277.0,2.85,Chief Executive Officer,558649.0,83.01,372464,4291071,International : Development and Relief Services ,-11994.0,87.0,0,1874467,NY,3387288
5381,89.0,194595,visionSynergy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15654,Seattle,nan,105116.0,9.54,CEO,-477472.0,74.12,146679,502606,Religion : Religious Activities ,12315.0,80.11,0,760544,WA,606368
5382,100.0,728899,VisionCorps,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17599,Lancaster,nan,152557.0,1.91,"President, CEO",1088475.0,88.58,172375,23492591,"Human Services : Social Services ,This rating represents consolidated financial data for these organizations:",7710187.0,91.92,0,7050998,PA,1330560
5383,93.0,88370,Vision New England,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4873,Sanford ,nan,47500.0,5.25,Executive Director,-39037.0,92.67,51568,4593659,Religion : Religious Activities ,188280.0,92.83,0,763921,ME,487120
5384,96.0,300448,Vision House,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14979,Renton,nan,85731.0,2.41,Executive Director,270777.0,93.71,356999,9037719,Human Services : Homeless Services ,-63250.0,94.72,0,2890715,WA,2403653
5385,92.0,628052,Visalia Rescue Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10923,Visalia,nan,,,nan,393809.0,85.33,262512,3154676,Human Services : Homeless Services ,589893.0,88.18,0,6264547,CA,4596509
5386,89.0,1368655,Virginia Symphony Orchestra,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14176,Norfolk,nan,165557.0,2.71,President,94465.0,67.18,275659,-2560606,"Arts, Culture, Humanities : Performing Arts ",74542.0,75.52,0,4456196,VA,3765148
5387,100.0,182399,Virginia Peninsula Foodbank,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8594,Hampton,nan,111926.0,0.55,Chief Executive Officer,155206.0,96.22,520340,12357430,"Human Services : Food Banks, Food Pantries, and Food Distribution ",217698.0,97.32,0,19592263,VA,19603399
5388,89.0,3183051,Virginia Museum of Fine Arts Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4696,Richmond,nan,355197.0,1.39,Executive Director,13025948.0,91.58,997314,223690205,"Arts, Culture, Humanities : Museums , ",14125232.0,90.2,0,21337726,VA,24295732
5389,100.0,4482427,Vista Del Mar Child and Family Services,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4697,Los Angeles,nan,174143.0,0.41,Interim President,-1426208.0,89.89,1279609,54993029,Human Services : Children's and Family Services ,372073.0,92.85,0,36129187,CA,38795837
5390,54.0,1561274,Virginia Opera,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8362,Norfolk,nan,175212.0,3.08,CEO,380407.0,53.94,380766,-1140993,"Arts, Culture, Humanities : Performing Arts ",761310.0,53.96,0,3740067,VA,3693898
5391,89.0,524535,Virginia Living Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9586,Newport News,nan,113130.0,2.33,Executive Director,197007.0,93.51,187988,19305422,"Arts, Culture, Humanities : Museums ",166622.0,90.96,0,4136820,VA,3194880
