accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,organization_type,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions
73.00,"$592,028",Teen Challenge of Texas,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11503, '\r\n\t\t\tSan Antonio,,"$104,917",3.21%,"President, CEO","$-195,294",85.61,"$67,748","$3,282,304",Health : Treatment and Prevention Services ,"$1,313,549",78.36,$0,"$2,603,273",TX,"$496,935"
96.00,"$429,619",Test Positive Awareness Network,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15283, ' Chicago,,"$17,054",0.57%,Chief Executive Officer,"$312,475",65.45,"$420,670","$785,163","Health : Diseases, Disorders, and Disciplines ","$968,409",75.40,$0,"$2,134,597",IL,"$2,328,952"
85.00,"$328,846",Teen Challenge NorWestCal Nevada,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6371, '\r\n\t\t\tSanta Clara,,"$55,552",3.41%,Executive Director,"$400,481",81.21,"$407,585","$2,652,890",Health : Treatment and Prevention Services ,"$246,667",82.99,"$3,600","$891,704",CA,"$1,488,043"
92.00,"$883,039",Teen Challenge New England & New Jersey,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11065, '\r\n\t\t\tBrockton,,"$124,043",1.72%,President,"$1,861,416",86.96,"$503,766","$8,031,053",Health : Treatment and Prevention Services ,"$2,562,893",89.18,$0,"$5,807,263",MA,"$6,389,914"
74.00,"$562,978",Teen Challenge of the Midlands,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9032, ' Colfax,,"$75,000",2.91%,President,"$-55,564",63.81,"$626,164","$1,651,769",Health : Treatment and Prevention Services ,"$273,807",68.49,$0,"$1,384,643",IA,"$1,952,590"
66.00,"$214,341",Teen Challenge International of Mid-America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11008, '\r\n\t\t\tCape Girardeau,,"$123,821",4.28%,Executive Director,"$650,018",87.04,"$369,526","$5,590,741",Health : Treatment and Prevention Services ,"$26,986",74.27,$0,"$2,303,237",MO,"$2,371,408"
67.00,"$222,823",Teen Challenge Brooklyn,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8613, '\r\n\t\t\tBrooklyn,,,--\r\n                 ,Executive Director,"$-233,372",93.26,"$36,678","$3,373,753",Health : Treatment and Prevention Services ,"$102,002",76.18,$0,"$1,109,688",NY,"$1,033,815"
93.00,"$195,203",Tedford Housing,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15538, '\r\n\t\t\tBrunswick,,,--\r\n                 ,Executive Director,"$-48,801",84.36,"$65,550","$1,885,016",Human Services : Homeless Services ,"$5,369",87.88,$0,"$1,209,579",ME,"$1,072,981"
89.00,"$306,550",Techbridge,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16026, ' Atlanta,,"$206,771",6.86%,Chief Executive Officer,"$132,659",79.04,"$415,256","$1,176,791",Education : Adult Education Programs and Services ,"$-167,317",83.26,$0,"$2,290,611",GA,"$1,783,530"
96.00,"$2,848,644",The Tech Museum of Innovation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4557, '\r\n\t\t\tSan Jose,,"$304,432",1.67%,"President, CEO","$1,733,641",94.61,"$1,348,277","$65,569,570","Arts, Culture, Humanities : Museums ","$15,177",95.25,$0,"$14,012,900",CA,"$14,405,122"
89.00,"$283,514",Teammates for Kids Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7362, '\r\n\t\t\tDenver,,None reported\r\n                 ,--\r\n                 ,President,"$3,452,386",91.74,"$195,467","$48,045,133",Human Services : Children's and Family Services ,"$3,307,599",90.27,$0,"$2,433,444",CO,"$3,057,212"
97.00,"$10,364,382",TechnoServe,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4516, ' Washington,,"$348,509",0.40%,President & CEO,"$-608,413",81.48,"$1,761,625","$5,711,598",International : Development and Relief Services ,"$2,507,765",86.73,$0,"$73,680,066",DC,"$82,689,895"
96.00,"$1,405,000",Team Rubicon,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17685, '\r\n\t\t\tLos Angeles,,"$156,623",1.37%,President/CEO,"$393,179",87.88,"$1,309,119","$5,111,235",International : Development and Relief Services ,"$-239,352",90.97,$0,"$8,712,634",CA,"$12,059,284"
89.00,"$873,031",Teen Challenge of Southern California,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4517, '\r\n\t\t\tRiverside,,"$123,378",1.15%,Executive Director,"$1,391,919",90.18,"$803,917","$13,383,196",Health : Treatment and Prevention Services ,"$1,855,473",89.57,$0,"$9,030,261",CA,"$7,647,966"
78.00,"$173,205",Team RFC,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7931, ' Tempe,,"$90,178",9.30%,President,"$91,941",82.14,"$78,448","$743,401",Religion : Religious Activities ,"$33,417",79.96,$0,"$717,266",AZ,"$1,023,613"
96.00,"$174,518",Teen Living Programs,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10596, ' Chicago,,"$106,131",3.63%,Executive Director,"$-157,745",81.93,"$268,028","$1,582,362",Human Services : Children's and Family Services ,"$148,317",86.91,$0,"$2,477,094",IL,"$2,593,313"
89.00,"$224,705",The TEAK Fellowship,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8883, ' New York,,"$114,220",4.57%,Executive Director,"$-286,519",94.16,"$252,329","$7,638,389",Education : Youth Education Programs and Services ,"$33,924",91.19,$0,"$2,019,506",NY,"$2,176,097"
100.00,"$684,215",Teaching Matters,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7771, ' New York,,"$173,838",3.20%,Executive Director,"$-710,490",82.76,"$316,926","$5,945,176",Education : Adult Education Programs and Services ,"$99,895",87.80,$0,"$4,424,748",NY,"$698,912"
89.00,"$992,238",Teach Plus Incorporated,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17195, ' Boston,,"$210,415",2.75%,Chief Executive Officer,"$-675,600",89.45,"$312,163","$2,837,292",Education : Education Policy and Reform ,"$18,876",89.22,$0,"$6,331,162",MA,"$6,368,889"
93.00,"$3,417,029",TB Alliance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12648, ' New York,,"$734,038",1.35%,"President, CEO","$-1,000,292",94.62,"$906,405","$54,536,961",Health : Medical Research ,"$137,450",93.75,$0,"$49,710,227",NY,"$52,895,919"
74.00,"$230,999",Taylor Family Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14713, '\r\n\t\t\tLivermore,,"$111,318",6.83%,Executive Director,"$153,290",88.04,"$174,724","$10,921,515","Health : Patient and Family Support , ","$-73,203",79.76,$0,"$1,222,867",CA,"$1,855,083"
82.00,"$105,976",Taxpayers for Common Sense,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7638, '\r\n\t\t\tWashington,,"$142,500",9.72%,President,"$92,934",90.99,"$62,780","$1,248,752",Human and Civil Rights : Advocacy and Education ,"$27,694",85.76,$0,"$1,296,234",DC,"$1,530,230"
100.00,"$40,507,453",Teach For America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4992, ' New York,,"$392,529",0.11%,CEO,"$-25,002,900",87.29,"$27,830,505","$343,162,094",Education : Youth Education Programs and Services ,"$3,141,339",91.01,$0,"$259,823,591",NY,"$271,486,327"
90.00,"$294,464",Tax Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11291, ' Washington,,"$233,955",5.59%,President,"$139,545",78.95,"$1,022,504","$2,352,936",Research and Public Policy : Social and Public Policy Research ,"$43,636",83.52,$0,"$2,861,125",DC,"$4,274,002"
85.00,"$428,228",Taubman Museum of Art,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11679, '\r\n\t\t\tRoanoke,,"$155,920",3.58%,Executive Director,"$1,791,838",79.37,"$872,019","$53,863,794","Arts, Culture, Humanities : Museums ","$182,704",81.96,$0,"$3,052,707",VA,"$5,649,267"
66.00,"$38,831",Taste of the NFL,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15777, ' Edina,,None reported\r\n                 ,--\r\n                 ,Founder,"$-178,336",79.31,"$196,887","$307,276",Human Services : Social Services ,"$18,158",71.85,$0,"$1,401,004",MN,"$1,440,228"
70.00,"$71,447",Tariq Khamisa Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11253, ' San Diego,,"$26,560",7.62%,Executive Director,$-659,55.40,"$58,456","$471,186","Human Services : Youth Development, Shelter, and Crisis Services ","$63,440",61.99,$0,"$218,555",CA,"$201,692"
92.00,"$226,662",Target Hunger,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7725, '\r\n\t\t\tHouston,,"$89,141",1.11%,Executive Director,"$-239,048",77.50,"$186,380","$363,629","Human Services : Food Banks, Food Pantries, and Food Distribution ","$106,674",83.11,$0,"$7,577,711",TX,"$7,645,031"
85.00,"$253,242",Tara Hall,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15178, '\r\n\t\t\tGeorgetown,,"$67,600",5.56%,Executive Director,"$77,969",88.69,"$53,044","$2,218,858","Human Services : Youth Development, Shelter, and Crisis Services ","$105,733",86.71,$0,"$909,349",SC,"$1,187,871"
96.00,"$915,021",Taproot Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11217, ' Oakland,,"$234,224",4.27%,"President, CEO","$-976,717",74.20,"$684,748","$1,153,965",Human and Civil Rights : Advocacy and Education ,"$11,379",81.53,$0,"$3,882,258",CA,"$4,480,931"
96.00,"$120,995",Tanzanian Children's Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15925, '\r\n\t\t\tCambridge,,"$70,000",4.34%,Executive Director,"$550,214",99.94,"$147,999","$3,621,014","International : Development and Relief Services , ","$27,485",97.17,$0,"$1,340,527",MA,"$2,077,870"
97.00,"$2,045,524",Tampa's Lowry Park Zoo,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4024, '\r\n\t\t\tTampa,,"$75,727",0.37%,"CEO, Executive Director","$-586,462",92.23,"$530,847","$31,064,293",Animals : Zoos and Aquariums ,"$1,969,432",94.11,$0,"$17,620,360",FL,"$5,051,323"
96.00,"$160,840",Tanenbaum Center for Interreligious Understanding,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11420, ' New York,,"$130,000",6.95%,Chief Executive Officer,"$1,008,197",79.47,"$319,264","$3,376,619",Research and Public Policy : Social and Public Policy Research ,"$66,828",85.21,$0,"$1,388,359",NY,"$2,528,289"
96.00,"$3,979,962",Tampa Metropolitan Area YMCA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6310, '\r\n\t\t\tTampa,,"$306,045",0.89%,"President, CEO","$3,444,896",88.41,"$480,766","$40,220,580",Human Services : Multipurpose Human Service Organizations ,"$1,449,169",91.33,$0,"$29,787,801",FL,"$9,740,819"
89.00,"$246,114",Tamassee DAR School,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13939, ' Tamassee,,"$85,743",2.47%,Chief Executive Officer,"$622,274",97.30,"$244,597","$19,357,154","Human Services : Youth Development, Shelter, and Crisis Services ","$765,158",91.99,$0,"$2,980,454",SC,"$1,741,313"
48.00,"$302,797",Talmudic Research Center of Northern New Jersey,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15687, '\r\n\t\t\tPassaic,,"$66,865",2.11%,"President, Dean","$213,484",87.59,"$164,283","$3,916,460",Religion : Religious Activities ,"$196,994",62.19,$0,"$2,695,921",NJ,"$2,320,681"
100.00,"$135,022",Talk About Curing Autism,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17356, ' Irvine,,,--\r\n                 ,Executive Director,"$125,271",75.63,"$256,632","$445,744",Health : Patient and Family Support ,"$-210,808",82.76,$0,"$1,059,529",CA,"$1,687,561"
85.00,"$354,840",Taking Control of Your Diabetes,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9467, ' Del Mar,,"$209,745",4.83%,Executive Director,"$374,393",94.21,"$128,353","$2,201,017","Health : Diseases, Disorders, and Disciplines ","$67,230",88.63,$0,"$3,851,405",CA,"$4,381,613"
89.00,"$97,807",Take Stock in Children Palm Beach County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16945, ' West Palm Beach,,"$79,438",6.84%,Executive Director,"$222,101",98.60,"$153,885","$4,406,255",Education : Scholarship and Financial Support ,"$-53,243",92.15,$0,"$909,681",FL,"$1,436,717"
93.00,"$973,227",Take Stock in Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7236, ' Miami,,"$71,667",0.78%,President/CEO,"$-567,144",89.85,"$99,288","$7,095,286","Education : Scholarship and Financial Support , ","$287,509",91.28,$0,"$8,048,993",FL,"$8,266,855"
100.00,"$1,216,689",Tahirih Justice Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11993, ' Falls Church,,"$113,054",2.53%,Executive Director,"$-153,108",84.94,"$522,725","$4,253,215",Human and Civil Rights : Advocacy and Education ,"$-200,874",89.35,$0,"$2,716,162",VA,"$4,501,142"
89.00,"$321,298",TAF,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13751, '\r\n\t\t\tSeattle,,"$135,061",7.28%,Executive Director,"$-210,881",71.58,"$430,633","$9,767,985",Education : Youth Education Programs and Services ,"$-49,512",78.45,$0,"$1,102,630",WA,"$1,659,307"
100.00,"$173,685",Table to Table,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12090, '\r\n\t\t\tEnglewood Cliffs,,"$144,958",0.60%,Executive Director,"$849,950",97.50,"$264,732","$6,007,682","Human Services : Food Banks, Food Pantries, and Food Distribution ","$1,105,863",98.23,$0,"$23,702,362",NJ,"$23,884,866"
100.00,"$1,225,873",Tarrant Area Food Bank,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4513, '\r\n\t\t\tFort Worth,,"$132,883",0.21%,Executive Director,"$-1,446,997",88.80,"$2,258,600","$11,820,285","Human Services : Food Banks, Food Pantries, and Food Distribution ","$230,663",92.08,$0,"$58,711,940",TX,"$58,608,787"
92.00,"$143,115",T.J. Martell Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6203, ' New York,,"$191,785",8.19%,Chief Executive Officer,"$502,688",68.61,"$713,027","$2,572,950","Health : Medical Research , ","$-977,998",77.09,$0,"$1,482,797",NY,"$3,819,625"
96.00,"$1,420,267",Tacoma Art Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5761, '\r\n\t\t\tTacoma,,"$174,588",2.88%,Director,"$9,067,712",89.95,"$674,022","$62,962,072","Arts, Culture, Humanities : Museums ","$-23,452",92.35,$0,"$3,958,397",WA,"$14,596,093"
78.00,"$241,561",TACA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15934, ' Dallas,,"$142,920",6.26%,"President, Executive Director","$-406,416",90.35,"$213,381","$2,406,659","Arts, Culture, Humanities : Performing Arts , ","$-92,752",83.01,$0,"$1,825,983",TX,"$1,967,261"
89.00,"$1,637,933",Zoo Atlanta,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3331, '\r\n\t\t\tAtlanta,,"$600,120",2.60%,"President, CEO","$6,569,078",96.39,"$815,046","$63,838,688",Animals : Zoos and Aquariums ,"$3,339,805",91.81,$0,"$20,558,822",GA,"$14,735,978"
96.00,"$605,301",Zola Levitt Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4798, '\r\n\t\t\tDallas,,None reported\r\n                 ,--\r\n                 ,Secretary/Treasurer,"$-42,518",84.87,"$25,083","$2,277,144",Religion : Religious Media and Broadcasting ,"$251,621",88.93,$0,"$3,077,234",TX,"$3,413,479"
97.00,"$1,695,408",Zoo New England,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3539, '\r\n\t\t\tBoston,,"$136,628",0.99%,"President, CEO","$3,523,574",89.96,"$689,563","$20,832,250",Animals : Zoos and Aquariums ,"$678,203",92.59,$0,"$11,319,088",MA,"$12,084,655"
85.00,"$757,182",Zionist Organization of America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5016, '\r\n\t\t\tNew York,,"$448,063",7.11%,National President,"$35,177,798",91.62,"$253,485","$40,331,427","International : International Peace, Security, and Affairs ","$36,726,971",87.85,$0,"$5,284,121",NY,"$4,691,983"
92.00,"$305,450",Tada! Youth Theater,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15449, '\r\n\t\t\tNew York,,"$102,406",5.19%,Executive Director,"$-112,548",64.28,"$157,312","$-309,040",Education : Youth Education Programs and Services ,$931,74.11,$0,"$1,509,634",NY,"$678,557"
96.00,"$504,891",Zimmer Children's Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15661, '\r\n\t\t\tLos Angeles,,"$200,951",8.14%,"CEO, President","$39,193",81.89,"$222,470","$531,665","Arts, Culture, Humanities : Museums ","$-68,315",86.88,$0,"$1,741,316",CA,"$2,003,696"
85.00,"$141,949",The Zoo Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8725, '\r\n\t\t\tTacoma,,"$87,523",7.08%,Executive Director,"$256,023",78.74,"$91,141","$1,100,939","Animals : Zoos and Aquariums , ","$19,203",81.60,$0,"$1,002,104",WA,"$918,585"
92.00,"$616,145",Taco Bell Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15732, '\r\n\t\t\tIrvine,,,--\r\n                 ,Managing Director,"$1,065,093",92.50,"$764,799","$8,258,351","Education : Youth Education Programs and Services , ","$7,448",92.24,$0,"$13,071,297",CA,"$15,509,886"
67.00,"$667,874",ZeroDivide,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12111, ' San Francisco,,"$190,571",4.75%,"President, CEO","$-2,703,052",76.00,"$470,774","$1,463,506",Community Development : Housing and Neighborhood Development ,"$362,413",71.14,$0,"$2,870,066",CA,"$738,742"
100.00,"$389,553",ZERO - The End of Prostate Cancer,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5926, ' Alexandria,,"$192,000",3.63%,"President, CEO","$-517,881",89.95,"$542,024","$1,777,716","Health : Diseases, Disorders, and Disciplines , ","$3,264",92.89,$0,"$4,343,784",VA,"$4,446,560"
89.00,"$208,752",Z Space Studio,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15984, '\r\n\t\t\tSan Francisco,,"$90,000",4.13%,Executive Director,"$693,065",88.45,"$193,654","$968,534","Arts, Culture, Humanities : Performing Arts ","$75,044",88.72,$0,"$1,773,006",CA,"$1,582,270"
89.00,"$162,646",Zacharias Sexual Abuse Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16765, '\r\n\t\t\tGurnee,,"$122,014",7.12%,Executive Director,"$316,943",94.92,"$186,751","$5,877,450",Human Services : Social Services ,"$202,820",91.43,$0,"$1,364,057",IL,"$1,827,577"
96.00,"$1,947,889",Utah Symphony & Opera,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7063, '\r\n\t\t\tSalt Lake City,,"$108,153",0.48%,President & CEO,"$377,057",94.71,"$1,175,003","$42,080,985","Arts, Culture, Humanities : Performing Arts ","$1,851,033",95.31,$0,"$19,059,972",UT,"$14,783,165"
